lemma	sense_num	definition	ontonotes_sense_examples	visualness_label
land	1	(cause to) come to rest on a surface	"The Apollo 13 landed in the Pacific Ocean.
It landed four miles away from the ship USS Iwo Jima.
A pirate ship landed on the shore near a small village.
Is it true that an alien space ship landed in Liverpool?
How 400,000 people landed Apollo 11 on the moon.
Ash from the volcano travelled hundreds of miles to land on our house.
The monkey has landed."	1.0
land	2	experience, receive or gain something important	"How did Jerry land the big funding dollars?
Laura Vandervoort has landed the prestigious role of Supergirl.
You've landed the job, now negotiate the salary.
She landed a gorgeous and powerful CEO husband.
Rusty landed the biggest brown trout of the decade.
The greyhound rescue group helps the retired dogs land on their feet."	0.0
land	3	deliver a blow	"Rayne landed another solid punch, sending his opponent staggering.
Filipovic landed several solid kicks to Larry's sides and legs."	1.0
land	4	shoot at and force to come down	The enemy landed several of our fighters.	1.0
land	5	(finally) do something or be somewhere	"What happens when friends land up in your city and want to hang out all the time?
You will land up paying a lot more in a bad credit mortgage loan.
Pop-up adds could land you in jail."	0.0
land	6	block with earth, as after a landslide	No examples found.	1.0
light	1	illuminate; (cause to) become brighter	"This lamp lights the room well.
The sky lit up above the raging volcano.
The torch will light your way.
The child's face lit up when she saw the new Teddy Bear."	1.0
light	2	begin to smoke or burn; ignite	"After dinner, some of the diners lit cigarettes.
Light a fire with a fire stick.
The coal in the BBQ finally lit up.
Soldiers light up cigarettes for each other."	1.0
light	3	come to rest, fall upon, get down	"Misfortune lighted upon him.
And then Lady Luck lit upon my shoulder and I won the table."	0.0
light	4	attack; criticize	The Senator gleefully lit into Thompson over a lengthy and poorly produced YouTube video.	0.0
light	5	discover or realize unexpectedly	"The archeologist lit upon a fabulous Roman temple.
It made me feel like a new person whenever it lit upon me."	0.0
light	6	start smoking cigarettes	"After dinner he like to take a fine cigar and light up.
Hey, are you going outside to light up? Can I come?"	1.0
gather	1	actively, intentionally assemble or collect things	"We are gathering wood to make a fire.
Gather the fabric along the seam to make a pleat.
The lawyer began to gather his arguments into a summary statement.
The CEO under indictment has been gathering his allies around him.
Can you gather in the laundry before it rains?
She quickly gathered up the child and his toy in her arms.
Let's gather up the loose ends on this report."	1.0
gather	2	congregate together socially	"Many heads of state gather each year in Davos, Switzerland.
We gathered around the water cooler to hear Sally's story.
My friends have been gathering at a new tapas bar on Firday nights."	1.0
gather	3	(let) accumulate or grow	"They are watching the storm clouds gathering over this international incident.
Dust seems to gather quickly on my computer monitor.
The economy has been gathering momentum since last June.
The car gathered speed."	1.0
gather	4	conclude or assume	"I gather he wasn't pleased at our last meeting.
They are beginning to gather that the deal may not go through.
The union finally gathered that management would not back down in negotiations."	0.0
gather	5	Draw and bring closer.	She gathered her shawl around her shoulders.	1.0
cover	1	(cause to) be overlaid with something	"She covered her sleeping child with a blanket.
Grass covered our father's grave.
Cover the meat with a layer of cheese.
The bandages were covered in blood.
How much of the Earth's surface is covered by water?
You have covered her with glory.
Suddenly when we were all slowing down a big shadow covered the water.
Cover your head!
The novel contains a lot of symbolism, and characters are covered in mystery."	1.0
cover	2	include in scope; encompass	"This farm covers some 200 acres.
The grant doesn't cover my salary.
The distance an airplane covers in an hour depends on which way the wind is going.
This leaflet covers what we've just discussed in more detail.
Is this enough to cover the check?
Do these parking restrictions cover residents as well as visitors?
The new office will cover the whole of Scotland.
The book covers Greek and Roman mythology.
Our new reporter will be covering New York City.
Local network news will cover the event with live on-site reports.
Does the insurance cover all medical expenses in full?
This law only covers commercial vehicles."	0.0
cover	3	protect, guard	"Officer Doyle pulled his weapon and covered his partner as she dashed down the hallway.
Count the cash in the drawer twice just to cover yourself.
Both teams covered left field with the tag-team method.
The second officer covered the second floor.
Jackson never would have gotten that shot off if Harris had covered him better."	1.0
cover	4	hide mistakes or faults	"The President covered the fact that he bugged the offices in the White House.
She covered her mistake by changing the subject.
Who was covering for Moussaoui, and why?
Schanberg asserts John Kerry covered up MIA information in order to smooth normalization of relations with Vietnam."	0.0
cover	5	temporarily assume someone's responsibilities	"Do we have someone to cover for Hannah while she's on maternity leave?
One of our new postdocs will cover for me on Friday."	0.0
cover	6	breed	Once the stallion covers the mare, no refunds will be given.	1.0
cover	7	play a higher card, as in bridge	"If LHO covers with his king, you'll win the ace.
Smith covered again!"	0.0
drive	1	operating or traveling via a vehicle	"We drove the car to the garage.
My new truck drives well.
He drives a bread truck.
The car drove around the corner.
We drive the turnpike to work.
We drove up to Shirley and Bob's house.
The driver behind me drove right up to about a foot from my bumper.
On his third try, as detectives drove him around, he finally identified the house.
We were driving around in the countryside on a fine Sunday morning.
The star and her manager drive in today from their motor tour across the country."	1.0
